,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,AVG
POTA,4061.5598944025433,3382.93893190009,5267.568069094521,2284.2362161659694,3400.2853985991496,3650.09420930609,5093.385661079764,5533.840461523893,7385.993405297493,4599.738628716455,4283.945281464962,4171.456843075968,7444.092318111957,3353.524253290298,2395.69885654255,3863.4538441973764,2691.7320947128383,4410.220064039348,4827.446732400555,3028.33040412939,2615.1878727463927,3385.0985066630633,4134.201002569438,2932.737462415423,4340.291127707128,4514.867340531605,3886.8693511494384,3681.7002211312524,4240.931633538917,3767.216205899757,3259.2873974936692,4060.9009577386214
PUMP,619.7587500000001,1412.31025,515.03725,1736.88775,1597.87225,1124.84775,704.70725,339.62175,143.83525000000003,709.9039999999999,827.18025,1676.961,478.89075,1343.81975,961.02175,909.0867499999999,1158.37475,1323.80625,587.70725,1589.98125,212.22825,420.33549999999997,107.52625,661.35875,886.00525,298.5385,2035.8975,399.178,1100.60275,528.53125,1673.5517499999999,905.9795403225808
RASP,2275.753401164388,2095.732822228996,1985.261045920556,1358.628802541192,1599.8376446304078,1984.9351051311037,2567.4387629870876,2047.76256565324,2146.7093288045517,2491.747716939492,2309.62276300424,2443.0464669427315,2789.2652037618036,2202.233184064016,2050.4207235477998,2326.641302476792,2022.0385590760038,2290.838447216016,2422.7115590493477,2405.088605103152,1648.9376183113518,1285.6149012302599,2297.75598668924,2164.829105119136,2386.206190630724,2276.7976774801077,1323.47782885932,1927.224598555996,2506.402394570096,2409.3448222081315,2269.459263006912,2139.0891740936836
SCRN,1449.9005067482915,1802.8276519206436,2133.4291133061147,1038.91038450368,918.7008753784913,1505.9993276232367,1910.1790251149623,2409.2456910666197,1183.144246292006,2035.4845408689205,1398.796447337306,1599.6241063618709,2409.794664849145,1249.493577630826,1334.3235263862982,1143.5843855619119,1372.0632240423631,898.3955951027081,2341.4969265608697,1715.984049331728,430.3436979711807,436.0134272005406,1624.2446805511113,1204.1649923991135,1594.4088554278803,967.9127751538053,1850.8628578916102,2365.8587631067076,980.4851747306561,686.5434625766101,1672.2281389933974,1473.046602967439
SGBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPB,748.117396975225,631.763078736746,696.256248720716,633.1130142675461,471.97795963360403,519.569936771958,775.791075356625,869.209988926812,160.331842993116,850.8002431255271,469.7303169748221,779.1186664400469,922.0667146352862,448.93456012284804,511.67956359443195,153.035441449142,674.3636692499671,458.53935142449006,855.055914886374,912.2763071981591,173.12585698627302,51.135557906703994,584.603080968248,414.91955958551506,590.738537955734,396.303948615783,776.239928920616,905.1047746907841,301.319109829868,456.24108618330297,527.696548667374,571.5857832836658
SOYB,897.0382735610073,880.2783320818065,1014.1966946315175,867.9910413600411,892.9216584708851,877.6734962214715,907.9515900334317,1159.5292765345168,1120.6354166063481,1093.8527410995011,848.5888958113017,955.8440816513988,1121.7314389386672,851.4181377495308,1029.5697721440215,974.946329424051,1113.7431288798953,817.7283344706906,1133.8799074625952,538.8361470899335,860.0729869731518,811.5252929218395,812.5619410346818,826.6214867091198,1128.5698136554413,925.3551504354772,760.5784820629541,1114.362969680004,860.6754939133668,843.9644062914542,761.4378014138409,929.1638877198047
SPIN,3547.358725053182,2602.4013025915906,3275.5360615115987,3761.9100057681453,2616.24215114366,3348.1166736797013,4131.864920029424,3926.980479511436,3195.6452696727406,4179.0162587117175,3550.0099681451793,4218.707860420631,4759.552387109174,2859.6126708706097,2490.6004208198187,2660.8283554839527,3472.3987921614917,2729.402644757481,4017.65299325775,4280.04448265498,2642.0339877873485,2433.564704045822,3585.4595809068965,2973.702232576499,3458.363065912062,3025.625808824388,3343.0045331535935,4279.5912787076295,2799.028367188862,2382.239357008434,2584.0238825265483,3326.790942644914
SPOT,893.7431915017535,771.711338167562,974.1079552915186,526.5233822843367,394.030294730683,675.9627800368515,1414.3722050212689,1606.3774565210365,982.7144958910154,1282.8032884323584,691.5403009374166,1114.026169015513,1227.6483841550673,1031.2509386888412,481.0611576785083,987.7228038339695,654.4051425499944,1331.920910909043,1183.4596734903455,985.5473498447981,416.94401813487804,543.7174084118919,1058.1598754045365,539.1441912667719,1257.2853719316365,704.3770673961494,1323.8796707622068,1358.2296128744415,967.7848474193423,1067.9795888855858,1174.8086710574933,955.5883723395747
SQUA,393.7375,765.3847499999999,303.875,1024.71525,880.9970000000001,546.52975,509.53175,516.36975,125.79125,425.27225,556.55925,1033.02225,266.51625,831.7302500000001,498.7905,411.1477500000001,656.461,834.2294999999999,302.0745,977.8015,245.89825000000002,148.57375,259.94475,393.15900000000005,420.62475,316.69625,1374.09675,525.46975,687.076,724.9547500000001,1062.37625,581.2712016129033
STRW,753.8702571354495,488.46618944550005,906.71365384242,799.7888154485896,774.6731701447757,569.5570499039791,967.9867431862531,918.1919251680737,707.7806672433721,777.517767365664,485.77210001407656,850.6536070246021,671.253794992848,562.127438114934,165.90473632726952,683.8896080447506,749.2428267357166,670.419160887633,811.4148580584451,826.2043007523285,435.07697176437006,236.94441295474954,360.594771516036,122.92381641396001,671.913292761231,288.27714693073506,895.1614968746655,961.2029466392761,335.6802593490525,265.96778777412754,363.89910162110857,615.4538927237417
SWRN,10449.037701863354,11134.660248447204,10402.475031055901,12031.476677018634,12509.161366459628,13238.525838509318,13996.708913043476,13565.466180124222,13205.254658385093,14281.029844720499,14316.873012422358,14445.257763975154,14083.620279503104,14194.63546583851,13713.551770186335,13364.129161490682,13963.29347826087,14498.127111801241,13856.095279503104,14423.272204968946,13466.002732919258,12698.600434782607,11852.366956521739,12056.522422360249,13278.42537267081,12412.367608695655,14175.152919254659,13632.28639751553,13889.876739130437,13721.997173913043,14238.153695652174,13261.109820677219
TOMA,613.7784991701991,527.763582129704,512.731205289252,249.15950087692102,361.65854836543605,419.90413304589003,703.0054458754871,545.637444836339,705.2053059009191,682.8127590817611,630.1974899096601,616.516622818875,799.822689760723,573.7773209949902,561.4518641149101,792.1641345126101,465.69554563201007,616.824759240877,680.3554686278211,635.0282109052231,465.83986269041606,559.002374583046,677.246801180535,583.4797178270151,721.5540883416961,587.9671982512341,292.780306895394,463.405975002704,708.163805598242,686.8302339509011,581.336414486634,581.3257196741104
WATR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWHT,1144.433611111111,1269.8908333333334,1032.3966666666665,820.8919444444444,1435.1726388888887,1470.7372222222223,1454.2708333333333,1185.7719444444444,926.6688888888889,1271.4948611111113,1418.24,1176.402361111111,1045.3444444444444,1155.5090277777776,936.0409722222222,886.6034722222222,1319.8145833333335,979.8748611111109,1163.9962500000001,1174.3594444444445,843.2525,651.9904166666666,1084.6770833333333,830.3787500000001,1097.5680555555555,1340.5405555555556,789.8373611111111,1275.3593055555555,895.0004166666666,1334.6158333333333,1010.0293055555555,1110.3601433691754
