,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,AVG
ONIO,1230.2074875449132,839.6082393160344,988.9463206024842,527.5203137711569,577.539908700419,941.565105274267,1246.8832057969794,1102.4338125965148,1012.9267216325148,1417.9891787632048,862.7148503492525,713.4920564235935,1257.4997227589672,480.16492785164144,798.9414102791098,886.8187285525888,876.9959934189955,956.1448615080247,996.1539856014223,442.8779714411748,633.1707851737367,863.2043491434292,831.4952850413795,894.309887061668,1016.433851345747,601.2462660039799,678.9530971047594,983.1120241637844,962.9027168042061,863.708337605902,580.3641340470006,873.1072753444791
PEAR,2113.431256581289,1733.9794908876288,2424.4936906361318,1591.412629266906,2223.907718691091,2438.1486423382853,3209.2663908962863,2901.8080485466558,1733.3967015906157,2572.4436849740023,2343.2342783298386,1404.81540475141,3713.5604650861833,1376.5113313698462,1332.0073394024232,1198.3744753178007,1766.2728742868276,2426.1067359349854,2584.728269892622,2575.223211017497,815.9771878675657,965.8956748464312,1954.023047287746,975.0687422953933,2396.251865646973,1907.5189874078183,2216.01570511482,2673.146247325538,3169.9019509800764,2443.542600862808,2779.826459649224,2127.751326099442
POTA,4823.412350331099,4076.089386374018,5407.555092798709,3682.5947508737586,4889.010492371494,5346.824462895643,6987.280856068463,5328.613107676314,5430.101476770183,4517.530816072605,5159.874098402344,4190.483331906812,7770.38289249563,4376.914975010964,2696.2259157269673,3756.7549716802955,3466.519768302558,4461.233666124114,6074.954735454339,4859.268701702017,3439.5335526860304,3164.3476212839937,4486.968598716213,3456.2025057339606,4688.6178335937675,4962.492140911822,3594.494686695246,4936.496789010071,5066.259708272691,5195.156680399961,3712.6393054560854,4645.317266832199
PUMP,1062.2641250000001,1519.8308125,795.3310624999999,1620.6279375,1427.060375,1354.767375,954.8386250000001,650.5549375,182.0065,1031.2713125,1168.4781875,1626.1854375,769.912,1350.0109999999997,1013.0469374999999,1193.6803125000001,1499.7409375,1466.0620000000001,797.2014375,1363.2084374999997,609.96325,601.72125,236.11981250000002,893.7085625,1290.1971875,674.2815625000001,1381.7675625000002,594.0991875,1366.6388124999999,844.0274374999999,1256.2785625,1051.4478366935482
RASP,2238.744881430008,1722.020346924911,2582.898008051849,1919.660715332815,820.443598629628,1478.4326117437477,3169.064544197063,2792.67175968263,2079.86615117742,2715.9055837008946,2514.6252794379698,1688.5671133745052,3153.636152750721,1168.617980185412,1202.880527880501,918.1846973073359,2008.956624866348,2165.556142948035,3013.4507596679423,2691.8326412682854,707.485337123985,797.4125591574759,1943.0881051338881,926.543654543622,2184.788231762545,1522.2400031882019,2202.735544261351,2450.4916824027628,2712.7561412668942,1985.0450705916228,2819.4083978387453,2009.6132531557782
SCRN,1294.9159083855109,1523.8289761283695,1119.6852769174657,1311.0566375487763,1321.799124517209,1621.3895669034696,1622.5002638596443,1944.1554024968304,797.5726601281751,1526.2281115522749,1022.8619009350194,1204.4484788605814,1610.7370756370901,980.957652166436,822.4602215668406,965.6066352886886,1221.124682451064,1155.2680775809858,1395.0421266333144,1553.7742960224325,434.10101853190736,375.67730868725096,1126.8286857679489,966.6415858623021,1193.1360191124775,820.268076257658,1843.8589423793096,1854.191198939216,1270.8623071192062,906.7689452145869,1383.424431462413,1231.9732772553048
SGBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPB,1237.482526245533,1119.9765442573403,1232.5932284949167,895.5168575832771,923.5693616230077,1004.7376102511847,1218.8441351137187,1164.7690925886977,956.213333886872,1226.3683382785152,961.7497569825656,1003.4577026260451,1240.5384428033817,972.777042849788,971.416982802507,938.0246400287556,1213.1727184649453,953.4442786293184,1253.6792214860127,1038.1434523802443,846.5707263655893,973.9126761150736,979.95195019599,1091.6768332735317,1191.8665172403876,1046.3679346016434,803.1390817912195,1221.4334802037347,1020.6997541931879,1081.9716405167865,904.5040533795782,1054.4699972662372
SOYB,897.126972094896,881.3595344333016,1016.8998076164046,869.4321889769147,893.7510819265036,879.2269109138757,910.5773362123068,1162.1312987095214,1126.8515622389082,1095.110850891963,851.5878955728939,956.8054096550829,1123.7839523918428,852.6830855591033,1034.000471892846,977.0468227603984,1114.9756757852294,822.8980252908942,1136.7058905735448,540.1956844636891,863.6176239226719,815.5368235327766,816.0888722804673,831.4045547042616,1129.015285443538,930.8671594238298,760.7654623720784,1114.4272835394422,864.4220945365757,850.6866235516846,763.4351378542517,931.7231412619903
SPIN,3315.548305013262,2537.017569107406,3667.035158420028,3079.0891454833995,3473.7266797272273,3388.977541572777,5167.748650447845,5935.668748936369,3398.1923108322712,3910.596023804865,3380.9569647145504,3548.634494164972,4678.7359262078535,2752.4707256775964,2734.0627143461074,2462.3306915939947,3356.8102583997425,4060.3708643250925,4916.536569421872,5053.239875090658,2927.469764897457,2311.1157955310623,3509.5445206961663,2519.979366706783,3170.078901992859,3160.2194501182594,4376.692490447103,4901.468671182352,4188.51767946791,2706.4410667649936,3101.536336995645,3602.9294600673707
SPOT,1391.095376644672,1055.600144141365,1217.2421979197595,677.3453313311866,424.6242705394719,915.0806370519941,1459.979459893042,1533.723644973182,1087.1934525855693,1721.1916722405456,867.234411286256,1178.9976109286138,1493.7524567867372,819.6570737508096,855.7325584432632,1291.1123581944062,1369.4456396458643,828.9824139895509,1540.3505753732866,773.197633739726,932.5985993939955,910.2893452004171,1027.0090680637263,854.8020357880408,1694.844860132271,748.9532311801107,1063.2571070142017,1633.554222851944,1095.237868577645,732.9205057951934,959.843117090016,1101.7693187273183
SQUA,1012.9120625,995.262125,849.8912500000001,1227.6419999999998,1038.98275,1004.134625,1011.6559375000002,966.9229375,565.7803125,866.6368749999999,926.2467499999999,1168.0264375,715.9676875,956.7057500000001,828.267375,939.1061875,1182.3004375,985.323625,867.0788750000002,919.0699375000002,888.3298125000001,678.9274374999999,576.407,849.132375,1051.661,714.036375,1106.1529375,945.5151875,1057.3615,741.663,925.4545625,921.3727459677418
STRW,727.0121421054203,676.4883874978092,787.2015753651052,764.3110509032682,731.9734261472393,701.2575228226958,887.87042066456,1020.49754267796,702.4605589489421,866.7124460973597,681.2273304870095,917.0706421365593,877.2839079914866,787.1208484598468,570.1819992934167,660.5318253092563,766.4899932189319,722.5772932635709,838.5497021831952,797.8171634065981,465.62765858366,416.0644173233618,657.6742296883684,570.2801714197268,886.1388969593967,603.6203832914873,853.598428750748,973.2675142175274,568.0981505356422,492.85999070840444,661.1471969302733,730.0971876577039
SWRN,10456.233444816053,11156.842173913043,10419.39033444816,12076.369364548495,12583.974247491638,13299.521538461539,14076.962408026755,13656.788428093647,13298.485484949833,14381.021806020068,14414.454849498328,14526.562842809368,14174.867123745818,14311.328628762541,13844.032474916386,13483.278026755852,14069.962140468226,14635.425083612039,13987.759096989968,14589.04909698997,13622.241571906354,12841.590033444816,11982.446187290969,12163.731137123747,13386.610133779264,12513.98735785953,14297.114949832776,13751.76314381271,14011.426321070234,13866.16,14374.427190635453,13363.02602006689
TOMA,590.7277495508787,517.9553852920233,547.6408191369818,249.14097368699055,261.658528273192,462.8116422520387,752.6612402350056,584.6308413908548,481.11016765418606,694.6267680082333,455.7089027018408,344.92605807004577,533.1106266551724,335.27778013492303,406.0170290777208,421.9416363806153,636.2100505997372,398.75778352837307,461.582509467439,332.08671544820925,364.67214207492077,401.78649152438,429.74743403291285,367.62917909935453,591.6209551285806,350.25311273269426,131.41092038888777,554.3486370070823,420.6344943752556,385.50840493991683,333.80096807441026,445.16115957815674
WATR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWHT,1144.433611111111,1269.8908333333334,1032.3966666666665,820.8919444444444,1435.1726388888887,1470.7372222222223,1454.2708333333333,1185.7719444444444,926.6688888888889,1271.4948611111113,1418.24,1176.402361111111,1045.3444444444444,1155.5090277777776,936.0409722222222,886.6034722222222,1319.8145833333335,979.8748611111109,1163.9962500000001,1174.3594444444445,843.2525,651.9904166666666,1084.6770833333333,830.3787500000001,1097.5680555555555,1340.5405555555556,789.8373611111111,1275.3593055555555,895.0004166666666,1334.6158333333333,1010.0293055555555,1110.3601433691754
