,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,AVG
PEAR,2448.4611260134507,2036.849495211549,2591.2246564681495,1767.020757146308,2343.479663297003,2445.1935364874726,3229.083031295962,2919.2917274570495,2306.107171937767,2848.1183590216665,2824.2555731156376,1868.6877185048197,3785.990529327665,1887.8033878769743,1954.8088204730377,1861.2648232481267,2138.348656555751,2638.5767379257754,2728.689856363472,2700.0628130618916,1551.4834430659746,1690.864810866646,2421.491333390838,1700.0640406834307,2860.465192332692,2188.43064577307,2195.441258198904,2672.8756021411664,3351.6834955149898,2633.2387127393567,2843.759167252057,2433.3263271854407
POTA,4993.57202104228,4091.859575219123,5310.155095143372,3899.3599504770477,4871.384551291345,5304.533849069161,7029.6286351092585,5357.071856868967,6424.531665750327,4938.672242999242,5419.72493175711,4351.230855942699,7747.653368115335,4218.783288837481,3165.52903571315,4905.424319185172,3727.5774228483974,4939.597472579066,6116.898123534616,4933.019238472636,4001.842359130931,3994.0170764603918,5107.016388848413,4129.658485261635,5220.9995917302085,5533.807644456418,3613.9096872604073,4968.930637827707,5070.300442032627,5124.211473591048,3866.698499417236,4915.406444708802
PUMP,1063.6892500000001,1519.64475,789.0975625000001,1626.8898750000003,1427.5958125,1357.455125,953.967625,662.257375,193.75931250000002,1031.45575,1151.1784375,1629.8035,776.530625,1358.3188125000001,1062.741875,1208.21675,1526.217875,1471.6788125,801.4329375,1376.8039999999999,605.0825625,660.9045625,213.17237500000005,918.5491250000001,1294.1345625000001,676.9043125,1372.9649375,529.6923125000001,1377.5190000000002,963.9841250000001,1313.6955,1061.7851431451609
RASP,2238.57241761423,1695.3438337687912,2729.248586989481,1890.642491650535,812.956453893284,1421.460218655433,3069.215906045811,2797.6795392875597,2036.656054140821,2680.34876626905,2540.266218581001,1687.7933995587666,3161.1889603160075,1095.9157795323538,1218.5367614320908,875.28550981019,2013.919310721281,2120.5636561089227,3010.556057365503,2635.162455416793,700.910351927054,772.876812448582,1934.7069965818139,944.5004604634798,2204.395310708609,1422.926952207967,2186.837228472935,2539.37146364685,2644.63768074511,2002.9449159851688,2755.74235179035,1994.876222649543
SCRN,1098.8475220712,1123.7913308236489,969.4479518379985,876.8228753563402,1087.4428167284914,1085.6594018994676,1413.7184847019323,1591.106013162523,546.700641084303,1059.5044009902178,802.0866945503333,891.5454222480818,1219.6457530806545,700.053317383183,626.0011039127814,629.0782069588215,753.4822657638794,782.8073652779581,1087.3858194505242,1240.2450193164784,272.6337297645518,276.71353492430285,729.1841761736631,630.6778805628195,785.176502134512,502.2742627656749,1825.9085496405887,1641.2666176303157,878.6160397197528,559.1860448158354,1047.0467459334852,926.905048085946
SGBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPB,1252.5739617701704,1134.7448389642925,1085.1203651423775,916.5910386384785,936.5979269146413,1000.3207899363484,1217.2765224785774,1057.536119989893,771.943759093845,1250.3777854035,946.1520956338784,1017.1013322938993,1253.3670488945154,960.4453817759301,867.8423354921702,870.5295509081691,1206.464382586576,905.6363118060365,1216.7154555235886,1018.0682236178347,800.5877036380076,852.4210094721938,884.821993340514,1063.1847564765844,1209.7025404410824,885.0675128651783,837.5236271801091,1149.1478073682215,987.0728601209601,920.119432632107,923.0800099930927,1012.8430477546058
SOYB,897.1871388856271,881.5463542209998,1017.1715960753917,869.6764858034134,894.2768995715147,879.4138605325684,911.1919282666328,1162.7133963745757,1127.90082994653,1095.4037079036946,851.9261691931111,957.1385204245171,1124.3735823424345,853.0983624994169,1034.2873732478317,977.5415461550366,1115.1348868268617,823.4063150136914,1137.518417924428,540.5652997592697,864.1843161824914,815.860997557648,816.9489734052252,832.0325389773029,1129.0401794932802,931.6238139611271,760.734253373222,1114.3615600191097,865.0796315625265,851.3672226787946,763.9145292779348,932.1490544340716
SPIN,3284.22964623164,2510.046269190739,3279.7712523995842,2815.283659770438,2788.6216715478376,3009.4588910125453,4952.0167734500355,5419.028712065921,3076.517213082188,3662.9767170715086,3601.2446743930964,3438.0833222780184,4679.657063230843,2702.251196271742,2589.1099638256837,2423.5398327304397,3209.8996668267664,3965.065473226993,4345.699005497707,4666.346463297173,2669.3044023092666,2304.768674248425,3368.935730011092,2519.18625979892,3145.8109636221348,3212.6018953628413,4033.5502547209194,4615.462990108451,4062.685603486183,2701.9724758441225,3166.7206607429953,3426.446689601814
SPOT,1313.9752680747665,979.0516877145998,1319.8262336213122,579.5568219415303,527.0907999671571,871.6043743360374,1366.6043167714427,1589.9392815605215,1205.5836700449431,1674.6962393167457,830.953555268304,1076.5850708700025,1488.1047453355302,819.8762070723466,925.952613922453,1334.4891110928534,1258.6986230632883,915.6713442665722,1479.2589577279784,758.0753173235132,901.8638277795814,1035.9236656514706,1115.398134159049,807.5645136932388,1620.195559158826,908.2515111716309,1014.929211387114,1689.8778381774323,1174.680578632827,792.3998526738305,1007.8375489669385,1109.1779509917367
SQUA,1009.9472499999999,970.8001875000001,893.6760625000001,1123.731375,1013.9195625000001,985.8013750000001,985.9256875000001,1019.835375,621.450375,856.1491250000001,830.4985,1106.766375,781.4389375,955.901375,896.2598125,985.2935624999999,1103.340875,1025.279125,968.994,921.558625,905.9245000000001,803.3358125,671.5271875000001,920.1465000000001,1033.8436875,807.9573125000001,1011.466625,948.3857499999999,1080.3170625,831.780625,938.2514375,935.7904536290324
STRW,685.9806401288404,612.0898670804722,714.8203270324395,671.3677020244205,545.4337298211605,639.9909326788625,829.0783154047944,970.690410386097,498.13118397125817,837.3264843306342,551.0740092313613,810.7628856795353,759.2433852193501,704.1267485909513,451.27879323711943,521.6791538225311,637.926239457929,545.0403571896042,730.2340349894449,748.4530029041832,310.341588866304,217.11295931378854,490.0201823717262,449.972111974037,729.0655472421438,457.68084729990795,785.7539640809782,933.9795081566365,350.1515833061123,263.5688988479501,536.6030273374595,612.5476910315496
SWRN,10486.148322147652,11188.728355704698,10446.26288590604,12110.99399328859,12618.731174496645,13337.303624161072,14117.463255033557,13694.858557046979,13335.393087248323,14423.430000000002,14455.498993288587,14569.264496644297,14212.526845637583,14348.93734899329,13879.548120805368,13517.871275167785,14108.834395973152,14675.142919463087,14023.791409395973,14622.31966442953,13653.444899328859,12870.823523489931,12008.423859060404,12190.57744966443,13421.486476510066,12544.927348993288,14335.063825503354,13786.554328859062,14044.720268456374,13895.085536912753,14403.942214765102,13397.680595366965
TOMA,634.2798099435569,523.6607846753577,622.6344959569781,244.79293474488003,265.711107291674,459.1242438982395,745.2011209422009,606.3354443944356,485.9837937211671,715.0256916793436,477.0770909408941,347.3072895337448,626.1639256387383,340.12946610856534,443.07823474553726,482.9809262795368,644.182592961409,374.88696197581305,544.4799830233126,336.69169726119804,397.1254405839701,424.7158392938928,537.5469135282675,448.9654931247685,672.1674257937996,361.9164663515738,131.27147890677927,590.9256979485571,486.42064535742304,455.1755146548943,327.3978737229035,475.9147220962391
WATR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWHT,1144.433611111111,1269.8908333333334,1032.3966666666665,820.8919444444444,1435.1726388888887,1470.7372222222223,1454.2708333333333,1185.7719444444444,926.6688888888889,1271.4948611111113,1418.24,1176.402361111111,1045.3444444444444,1155.5090277777776,936.0409722222222,886.6034722222222,1319.8145833333335,979.8748611111109,1163.9962500000001,1174.3594444444445,843.2525,651.9904166666666,1084.6770833333333,830.3787500000001,1097.5680555555555,1340.5405555555556,789.8373611111111,1275.3593055555555,895.0004166666666,1334.6158333333333,1010.0293055555555,1110.3601433691754
