,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,AVG
RASP,2405.5094801031237,2124.259761371835,2620.175508049369,1950.43917750182,1311.3871660311768,1821.7526906682758,3207.3459734708317,2868.027371519722,2235.266333732871,2810.8548254708944,2724.669593568733,1995.937189011951,3321.941058989524,1554.138689041343,1663.577264691957,1521.812799240862,2206.8414488663407,2395.460693919582,2855.648741586335,2738.5458106730734,1152.969657818032,1376.8316462899809,2216.834856760413,1900.939689018271,2527.315610029231,1785.3383008680667,2085.975958742803,2604.0327366688634,2909.586404411694,2178.557383078749,2808.180054089493,2254.1985121059747
SCRN,1085.0292444940485,1045.717434417739,864.549336506725,890.9253893591437,1563.72903936133,1495.7488171593618,1763.1069238731293,1438.9958400251166,630.5025764348615,991.3968723680539,782.426008490507,873.320542618098,1114.2131632505311,745.9532815774112,596.1264681430396,647.570823802414,725.4570416713335,865.8098388086096,1010.740604814711,1356.4776558661397,260.2717888867738,296.93181935476804,688.6974534579427,607.821972098008,748.1764566546976,569.6230151249018,1929.4029507832608,1870.0943769472694,963.4447697834264,624.3662757376687,957.6898258736846,967.8812131530553
SGBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPB,1250.6418665417127,1147.2882711745444,1095.6810795417673,994.3760113425881,944.1423791123997,1034.4564409617467,1226.5345490907453,1000.6101823657639,716.053053279898,1233.9220712830481,961.7160085942955,1112.532493514685,1149.5856927060247,947.7543003669965,855.8625013660271,838.2551234958613,1223.2879541391712,887.7311044093881,1116.6320789797833,1027.3228753911753,740.2903020257053,750.8476415862681,634.047844622625,969.3929232160137,1188.9481253647393,845.3633777752299,923.2192220947067,1145.9982390329237,909.3461033866164,841.3051340857626,833.2181765465638,985.3665524966058
SOYB,897.2745745926369,881.1581690499575,1015.8880488696694,869.3007423132685,893.6899514295197,879.0424461939904,909.9848708097305,1161.3604888301,1126.7404989971014,1095.2790766814924,850.8889555310959,956.5112461299926,1123.33692290615,852.590495863285,1033.196858245711,977.1591784240131,1115.0095724303,822.657134589288,1135.8333308775464,539.7659748383776,863.8282888305376,816.279612323937,816.2505599120211,830.5939647393334,1129.0402091839444,930.1734282162846,760.8226886659253,1114.4911672532378,864.6529767184446,851.2175551811478,763.5513761665807,931.5345278966007
SPIN,2477.7860792084975,1772.5055643029543,3544.421963474354,3242.036358733355,3796.310451391747,3186.7182849198143,5248.0122025333985,5144.185444215251,2841.7258440785736,3257.686624045219,2564.826163316802,2680.5778504995974,3637.0013328291434,2219.7793380018798,2057.417890853874,1502.8004962053642,2295.764644824449,3324.6973597003903,4508.402621625962,4963.425049814703,2040.8362914302056,1206.552405921353,2837.296908503096,1407.5948099756815,2284.755187933449,2157.0683747971916,4657.954259202119,4349.52404681334,3199.241442994963,1481.5588271930696,1651.1126209855202,2952.8895722685584
SPOT,1387.629470873116,1029.1220637631843,1287.7819551530758,630.1056920062248,391.7870893763984,897.1593423645551,1407.4223970217984,1609.0758663596732,985.1196693525228,1703.1581643546383,870.3488568512892,1146.3933250831158,1455.6031451527813,807.3093874589857,896.1917681815368,1284.0471611512276,1366.7779296445444,738.2453396470345,1478.2215149496876,766.909460165186,890.7367246748693,809.6351647895015,877.5717875413709,753.304139158454,1700.9054314646348,747.4690528381064,1049.1902298326381,1603.1994940512097,1044.7810980249008,626.4227701432912,935.3986362803017,1070.226584764834
SQUA,977.3554375,938.2676875,793.7320625000001,1082.5335625000002,910.0560624999999,957.9366875000002,958.507875,957.5353124999999,588.5295,845.1145625,819.55575,1046.006,677.044875,898.015625,789.1219375000001,848.7253125000001,1042.1116875000002,924.5185625,896.90575,914.4216250000001,902.3421875,698.7045,639.5520625,854.8369375,1025.0890000000002,753.1525625,1016.8120625000001,970.6986250000001,1031.7888750000002,832.2185625000001,937.499875,888.022294354839
STRW,627.7967231637765,578.552284766618,722.125427832018,667.5441200456938,589.6943080080803,622.2104897325199,809.0833555743691,900.8794246217041,628.7336341531961,756.383737219515,529.109107674734,781.2671216391319,750.8737838724646,702.5166573068336,421.04485690202176,633.2543408476722,721.0930812215512,600.9238994179588,739.9691524625674,737.2261479995678,411.1031332815428,388.8334534512488,558.9414618624863,435.7279179538062,717.1251485902012,486.4254406456178,766.9148356610126,856.0571787295534,500.12814868693243,417.2643748811873,542.5220882213284,632.3008011750617
SWRN,10430.545647840532,11127.221129568105,10392.455215946842,12045.31046511628,12549.290099667774,13263.393388704319,14026.6011627907,13606.45661129568,13246.75196013289,14330.107740863787,14361.771295681063,14478.849568106314,14126.872126245846,14258.204352159468,13791.093056478407,13433.018504983389,14023.737408637873,14582.070199335547,13932.615382059803,14519.200465116279,13560.009468438537,12782.193920265781,11929.373720930233,12116.555913621263,13343.10019933555,12471.930664451827,14249.346578073091,13702.721627906976,13960.967375415281,13811.666976744189,14323.30561461794,13315.378640017147
TOMA,601.6948708744751,472.22442985199234,629.1087737224284,206.84047372988053,233.436742432743,449.86942497032504,661.9287155690496,620.9538848072299,504.473929271806,756.3340118599123,511.3991978447751,350.4413099777778,671.5311630869758,336.8628299892403,408.56646792368355,422.62762996567346,646.7910262805716,421.54866493103685,509.5318521228326,317.524831720466,371.555968249361,372.21953418345083,430.0326552463165,381.3173595545858,623.2098139600831,371.825100060983,125.39007121910502,589.7428831387836,447.95332348540757,453.17847860343824,302.42370925421926,458.14642348027786
WATR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WETN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWHT,1144.433611111111,1269.8908333333334,1032.3966666666665,820.8919444444444,1435.1726388888887,1470.7372222222223,1454.2708333333333,1185.7719444444444,926.6688888888889,1271.4948611111113,1418.24,1176.402361111111,1045.3444444444444,1155.5090277777776,936.0409722222222,886.6034722222222,1319.8145833333335,979.8748611111109,1163.9962500000001,1174.3594444444445,843.2525,651.9904166666666,1084.6770833333333,830.3787500000001,1097.5680555555555,1340.5405555555556,789.8373611111111,1275.3593055555555,895.0004166666666,1334.6158333333333,1010.0293055555555,1110.3601433691754
