Apples  Applesauce,Frozen Apples,Juiced Apples,Frozen Blueberries,Frozen Cherries,Juiced Grapes,Canned Pears,Frozen Raspberries,Frozen Strawberries,Broccoli Frozen,Spinach Frozen,Carrots Canned,Carrots Frozen,Tomato Canned,Corn Sweet Canned,Corn Sweet Frozen,Green Peas Canned,Green Peas Frozen,Potatoes Canned,Potatoes Frozen,Canned Cabbage,Snap Beans Canned,Snap Beans Frozen,Cucumbers Canned
27665.034444444438,27670.51795806613,27665.03444444444,5566.78409090909,6804.381494905436,16032.763736263734,31948.5,6553.538461538463,53247.5,15742.739130434778,17039.2,56806.042817037385,56306.979649762696,81902.65020136787,15545.821839080458,17242.04761904762,3872.5454545454545,4195.257575757575,39935.625,40993.89121338912,56797.333333333336,8265.283582089553,8519.6,11902.382352941175
