,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,AVG
SPIN,673.5,7926.6050000000005,457.44000000000005,6865.204999999999,1514.7066666666667,2343.1600000000003,2872.3133333333335,7176.826666666668,1338.3916666666667,1205.6833333333334,738.5900000000001,1175.96,3406.2616666666668,5610.285,674.0833333333334,3304.6216666666674,4989.946666666667,3159.2966666666666,2605.6516666666666,5821.16,3192.984416666667
SPOT,2561.9083333333333,3333.445,2303.68,3041.2683333333334,3089.903333333333,2857.8416666666667,3249.023333333333,3235.2100000000005,3238.27,2655.78,2518.8783333333336,1810.9866666666667,2360.9733333333334,2420.983333333333,3226.2666666666664,3619.9266666666663,3220.681666666667,3525.5266666666666,3361.8233333333333,3243.0750000000003,2943.772583333333
SQUA,878.2783333333333,856.7599999999999,970.1933333333333,1688.18,781.3016666666667,45.693333333333335,1634.4433333333334,1478.4133333333332,1567.506666666667,231.14000000000001,85.51833333333333,1307.7116666666666,1602.368333333333,1896.5900000000001,1223.3433333333332,322.70500000000004,719.2049999999999,1611.0666666666666,1314.7083333333333,1861.335,1103.8230833333332
STRW,2150.2616666666668,2927.5466666666666,2153.19,2924.6883333333335,2385.8633333333332,2276.27,3156.9133333333334,2910.8333333333335,3113.2016666666664,1582.7150000000001,1534.6766666666665,1384.6966666666667,2087.6833333333334,2956.1416666666664,2199.3483333333334,2914.7983333333336,2476.57,2724.065,2775.345,3888.0400000000004,2526.142416666667
SWRN,7573.970033444816,8246.043979933112,8294.92762541806,8808.46331103679,8786.73712374582,8612.041939799332,9272.574013377927,9426.334147157191,9519.748461538462,9132.258160535115,8907.299933110367,8951.785050167224,9122.10237458194,10200.339531772577,9782.393344481607,9281.399297658862,9152.254816053513,9371.118193979933,9454.19491638796,9244.835150501673,9057.041070234114
TOMA,2347.9466666666667,3113.331666666667,2345.8133333333335,3228.021666666666,2900.713333333333,2245.8399999999997,2996.6733333333336,2938.2333333333336,3129.5783333333334,1892.625,1239.3816666666667,1081.49,830.9633333333333,2545.8366666666666,3092.936666666667,2755.2900000000004,2147.4466666666667,2043.8083333333332,2864.655,2713.7583333333337,2422.717166666667
WATR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WETN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWHT,950.4283333333333,948.8575000000001,1291.1333333333334,950.1983333333333,934.4341666666668,1186.6041666666665,782.9491666666667,1207.3700000000001,968.6341666666666,438.1466666666667,648.3791666666667,683.695,260.46750000000003,1190.6375,1130.1033333333332,1329.1816666666666,299.68333333333334,292.06583333333333,334.97833333333335,959.875,839.3911250000001
