Model Year ,Model Population,Total LU (ha),Energy Use (MJ),Freshwater withdrawals (m3),Global Warming Potential (kg co2 eq),Protein (cropland),Protein (pasture/forages),Dairy (cropland),Dairy (pasture/forage),Fruit (orchard/vineyard),Fruit (berry/melon),Vegetables (specialty),Vegetables (field),Grains,Oil,Sugar,Commodity crops (corn/soy),Pasture LU (ha),Cropland LU (ha)
2034,790085.0,85768.91501970746,828675718.509217,16691810694.542208,166894163.62617606,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2035,795762.0,85768.91501970746,761302794.5543804,15461558568.48404,153744558.7902891,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2036,801351.0,85768.91501970746,893324410.2506504,18260348835.123066,180848009.2062947,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2037,806861.0,85768.91501970746,816533605.3090729,16707667041.606392,163076036.68051374,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2038,812298.0,85768.91501970746,920387621.9687732,18963798227.829765,185620384.98808768,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2039,817679.0,85768.91501970746,665647375.0837084,14009061897.366194,131777609.12328172,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2040,823018.0,85768.91501970746,708928801.089472,13956187850.38945,142216515.2052573,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2041,828332.0,85768.91501970746,665412684.7635558,13187286116.814909,132802471.7335515,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2042,833640.0,85768.91501970746,687067331.32328,14040650248.987999,137424439.12762496,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2043,838955.0,85768.91501970746,744248589.8340658,14949475958.832699,149860380.8101958,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2044,844291.0,85768.91501970746,863193304.6237373,17933711605.75355,174654436.47307372,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2045,849660.0,85768.91501970746,843828001.9793451,17014554473.887949,169803942.74391437,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2046,855071.0,85768.91501970746,776577645.3265904,15797995435.943695,154262686.01184106,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2047,860540.0,85768.91501970746,959670597.3692559,19803266473.2136,193480986.0675513,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2048,866088.0,85768.91501970746,779213496.9444652,16302980917.874937,156142773.93748257,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2049,871726.0,85768.91501970746,765407276.5770743,15641388560.537674,153158146.86642265,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
2050,877459.0,85768.91501970746,730341847.5523541,15129793468.624603,145249004.07324708,9094.079084281273,32336.81091534364,246.92341897134907,5771.693591852339,960.2387769634148,626.7682642651573,1324.49146679926,1179.94667072383,10656.824136220897,19905.698802437488,3665.4398918487996,100000.0,38108.50450719598,47660.41051251147
